Gender,forearmcenterofgriplength,elbow_wrist_length,handbreadth,handcircumference,thumbbreadth_estimated,radialestylionlength,wristcircumference,forearmcircumferenceflexed,forearm_taper_diff
Male,354,635,86,210,24٫08,272,175,307,132
Male,354,635,94,226,26٫32,278,182,316,134
Male,354,636,83,200,23٫24,265,162,299,137
Male,354,636,85,208,23٫8,276,168,304,136
Male,354,636,87,207,24٫36,278,174,310,136
Male,354,636,94,221,26٫32,263,184,327,143
Male,354,637,83,197,23٫24,277,174,287,113
Male,354,638,81,204,22٫68,275,167,277,110
Male,354,638,86,211,24٫08,273,172,306,134
Male,354,638,88,213,24٫64,274,181,305,124
Male,354,639,88,208,24٫64,271,177,296,119
Male,354,639,92,213,25٫76,280,167,309,142
Male,354,639,93,224,26٫04,268,179,322,143
Male,354,639,94,221,26٫32,270,187,336,149
Male,354,640,85,204,23٫8,284,178,340,162
Male,354,640,91,216,25٫48,278,190,313,123
Male,354,642,86,207,24٫08,274,173,313,140
Male,354,642,88,217,24٫64,263,181,322,141
Male,354,642,90,215,25٫2,270,180,309,129
Male,354,642,90,223,25٫2,267,182,304,122
Male,354,642,92,221,25٫76,267,175,298,123
Male,354,643,85,205,23٫8,275,172,289,117
Male,354,643,91,227,25٫48,264,182,319,137
Male,354,644,83,208,23٫24,269,174,315,141
Male,354,644,88,207,24٫64,277,165,297,132
Male,354,644,88,220,24٫64,267,183,338,155
Male,354,644,91,211,25٫48,277,172,323,151
Male,354,644,93,223,26٫04,267,183,322,139
Male,354,645,85,213,23٫8,267,178,331,153
Male,354,646,86,212,24٫08,272,179,335,156
Male,354,646,89,209,24٫92,282,171,317,146
Male,354,646,90,213,25٫2,271,177,321,144
Male,354,647,86,210,24٫08,276,180,304,124
Male,354,647,86,212,24٫08,271,184,330,146
Male,354,647,87,210,24٫36,275,175,300,125
Male,354,647,88,218,24٫64,280,187,346,159
Male,354,647,90,217,25٫2,278,178,304,126
Male,354,648,87,203,24٫36,272,181,311,130
Male,354,650,88,210,24٫64,277,175,315,140
Male,354,650,92,222,25٫76,275,182,300,118
Male,354,651,87,207,24٫36,264,174,297,123
Male,354,652,85,209,23٫8,265,170,289,119
Male,354,654,85,201,23٫8,272,168,295,127
Male,354,654,90,214,25٫2,273,173,321,148
Male,354,655,91,220,25٫48,279,187,344,157
Male,354,656,86,210,24٫08,278,178,301,123
Male,354,657,84,200,23٫52,273,171,284,113
Male,354,657,93,222,26٫04,278,183,336,153
Male,354,658,87,211,24٫36,293,171,318,147
Male,354,658,87,217,24٫36,267,178,337,159
Male,354,658,89,215,24٫92,269,176,329,153
Male,354,658,91,215,25٫48,278,178,310,132
Male,354,663,93,220,26٫04,280,181,329,148
Male,354,667,82,204,22٫96,272,177,297,120
Male,354,672,89,213,24٫92,276,171,303,132
Male,354,684,84,205,23٫52,288,177,328,151
Male,355,597,88,211,24٫64,257,172,323,151
Male,355,599,88,218,24٫64,251,179,319,140
Male,355,599,94,224,26٫32,260,185,323,138
Male,355,601,94,230,26٫32,251,189,311,122
Male,355,611,90,216,25٫2,262,177,327,150
Male,355,616,89,208,24٫92,257,178,298,120
Male,355,617,86,207,24٫08,256,180,323,143
Male,355,617,86,207,24٫08,272,169,308,139
Male,355,617,92,223,25٫76,271,185,320,135
Male,355,621,90,217,25٫2,255,178,314,136
Male,355,622,88,213,24٫64,267,185,324,139
Male,355,622,93,222,26٫04,275,178,320,142
Male,355,623,87,210,24٫36,261,175,308,133
Male,355,625,90,223,25٫2,268,183,311,128
Male,355,625,93,219,26٫04,266,174,309,135
Male,355,626,90,217,25٫2,264,182,312,130
Male,355,627,94,227,26٫32,268,184,325,141
Male,355,628,81,201,22٫68,274,174,290,116
Male,355,628,87,217,24٫36,264,171,287,116
Male,355,628,88,212,24٫64,268,182,319,137
Male,355,629,86,203,24٫08,272,167,307,140
Male,355,629,88,214,24٫64,261,185,318,133
Male,355,629,90,225,25٫2,266,182,329,147
Male,355,631,86,207,24٫08,269,166,300,134
Male,355,631,88,215,24٫64,264,186,312,126
Male,355,631,91,213,25٫48,266,183,306,123
Male,355,632,86,211,24٫08,267,172,301,129
Male,355,632,88,221,24٫64,270,183,321,138
Male,355,632,93,214,26٫04,268,173,305,132
Male,355,635,84,205,23٫52,268,171,297,126
Male,355,635,84,207,23٫52,261,177,309,132
Male,355,636,88,217,24٫64,271,183,337,154
Male,355,636,90,227,25٫2,262,181,292,111
Male,355,636,93,222,26٫04,264,179,299,120
Male,355,637,88,213,24٫64,262,175,305,130
Male,355,638,86,207,24٫08,272,169,291,122
Male,355,638,88,216,24٫64,270,175,291,116
Male,355,639,87,212,24٫36,277,184,315,131
Male,355,639,88,214,24٫64,270,174,307,133
Male,355,639,90,217,25٫2,275,179,323,144
Male,355,639,92,219,25٫76,272,183,326,143
Male,355,640,88,208,24٫64,271,174,284,110
Male,355,640,91,222,25٫48,270,190,334,144
Male,355,642,89,211,24٫92,263,174,301,127
Male,355,643,84,208,23٫52,272,172,301,129
Male,355,644,87,212,24٫36,280,180,307,127
Male,355,644,91,213,25٫48,269,175,326,151
Male,355,644,92,228,25٫76,279,180,332,152
Male,355,644,93,222,26٫04,268,184,324,140
Male,355,645,92,222,25٫76,288,165,325,160
Male,355,645,95,224,26٫6,268,185,322,137
Male,355,646,86,211,24٫08,281,171,308,137
Male,355,648,86,212,24٫08,271,176,330,154
Male,355,648,87,215,24٫36,273,181,308,127
Male,355,648,88,208,24٫64,277,169,309,140
Male,355,649,88,212,24٫64,267,175,302,127
Male,355,649,88,222,24٫64,275,174,312,138
Male,355,650,90,213,25٫2,277,175,286,111
Male,355,650,93,220,26٫04,274,179,309,130
Male,355,650,94,227,26٫32,278,185,309,124
Male,355,651,90,215,25٫2,271,184,319,135
Male,355,651,94,227,26٫32,274,183,345,162
Male,355,652,90,222,25٫2,271,185,318,133
Male,355,652,92,220,25٫76,273,184,338,154
Male,355,653,83,200,23٫24,276,173,300,127
Male,355,653,84,205,23٫52,271,181,317,136
Male,355,653,87,213,24٫36,282,174,316,142
Male,355,653,90,213,25٫2,276,176,302,126
Male,355,653,94,223,26٫32,283,182,326,144
Male,355,654,83,200,23٫24,281,170,302,132
Male,355,654,85,215,23٫8,275,184,310,126
Male,355,654,91,214,25٫48,277,180,294,114
Male,355,655,87,205,24٫36,278,177,309,132
Male,355,655,89,210,24٫92,285,170,306,136
Male,355,657,90,222,25٫2,279,182,300,118
Male,355,659,88,213,24٫64,283,183,314,131
Male,355,661,88,212,24٫64,274,178,310,132
Male,355,661,92,228,25٫76,269,188,332,144
Male,355,662,88,215,24٫64,275,175,299,124
Male,355,670,89,211,24٫92,282,173,304,131
Male,355,673,87,206,24٫36,280,171,302,131
Male,355,683,87,212,24٫36,289,186,331,145
Male,356,611,88,212,24٫64,249,176,314,138
Male,356,616,90,212,25٫2,276,172,304,132
Male,356,622,85,201,23٫8,267,174,307,133
Male,356,626,89,209,24٫92,260,180,334,154
Male,356,626,89,211,24٫92,267,170,313,143
Male,356,629,87,202,24٫36,276,168,279,111
Male,356,630,89,210,24٫92,277,173,325,152
Male,356,630,95,228,26٫6,273,180,311,131
Male,356,631,87,208,24٫36,270,183,295,112
Male,356,632,87,211,24٫36,263,180,342,162
Male,356,632,93,227,26٫04,264,181,306,125
Male,356,633,88,220,24٫64,261,179,327,148
Male,356,633,91,216,25٫48,273,182,326,144
Male,356,633,95,222,26٫6,265,174,320,146
Male,356,634,87,204,24٫36,275,173,311,138
Male,356,634,94,226,26٫32,266,191,347,156
Male,356,635,84,207,23٫52,268,175,284,109
Male,356,635,89,223,24٫92,271,190,335,145
Male,356,636,90,216,25٫2,273,180,315,135
Male,356,636,91,218,25٫48,265,182,338,156
Male,356,637,86,203,24٫08,281,170,317,147
Male,356,638,90,215,25٫2,281,177,326,149
Male,356,638,92,218,25٫76,265,186,326,140
Male,356,640,89,215,24٫92,271,176,303,127
Male,356,641,84,206,23٫52,266,180,313,133
Male,356,641,93,227,26٫04,268,183,330,147
Male,356,642,89,221,24٫92,267,176,314,138
Male,356,642,91,215,25٫48,275,175,306,131
Male,356,643,92,220,25٫76,268,190,332,142
Male,356,643,93,221,26٫04,281,178,288,110
Male,356,644,90,212,25٫2,275,178,333,155
Male,356,645,87,212,24٫36,265,173,300,127
Male,356,645,90,215,25٫2,276,183,319,136
Male,356,646,87,207,24٫36,278,167,281,114
Male,356,646,88,207,24٫64,275,169,304,135
Male,356,646,88,220,24٫64,282,181,309,128
Male,356,646,92,220,25٫76,266,173,311,138
Male,356,646,93,217,26٫04,277,179,312,133
Male,356,646,93,226,26٫04,280,174,297,123
Male,356,647,87,211,24٫36,276,177,323,146
Male,356,647,88,217,24٫64,269,183,306,123
Male,356,647,88,218,24٫64,272,175,298,123
Male,356,648,85,205,23٫8,280,173,314,141
Male,356,648,88,209,24٫64,279,176,300,124
Male,356,648,91,218,25٫48,280,173,300,127
Male,356,649,87,214,24٫36,280,177,327,150
Male,356,649,91,216,25٫48,267,178,313,135
Male,356,649,92,223,25٫76,277,187,341,154
Male,356,650,92,219,25٫76,276,175,298,123
Male,356,651,92,217,25٫76,273,175,313,138
Male,356,652,92,219,25٫76,272,187,324,137
Male,356,655,89,207,24٫92,284,171,322,151
Male,356,655,89,212,24٫92,276,174,309,135
Male,356,655,89,215,24٫92,271,182,314,132
Male,356,655,89,221,24٫92,274,175,336,161
Male,356,657,84,207,23٫52,274,179,291,112
Male,356,658,96,226,26٫88,277,178,308,130
Male,356,660,92,228,25٫76,286,181,323,142
Male,356,664,89,210,24٫92,282,176,288,112
Male,356,665,85,215,23٫8,271,177,310,133
Male,356,665,92,222,25٫76,282,177,291,114
Male,356,666,93,223,26٫04,286,184,311,127
Male,356,669,89,210,24٫92,283,173,292,119
Male,356,670,93,226,26٫04,274,179,340,161
Male,356,672,87,211,24٫36,290,176,322,146
Male,356,672,95,222,26٫6,283,185,320,135
Male,356,675,86,205,24٫08,282,173,312,139
Male,356,682,87,213,24٫36,288,186,313,127
Male,357,613,88,213,24٫64,256,175,322,147
Male,357,619,89,214,24٫92,254,174,312,138
Male,357,619,91,212,25٫48,274,177,319,142
Male,357,620,86,206,24٫08,280,182,320,138
Male,357,620,88,212,24٫64,270,167,299,132
Male,357,620,90,213,25٫2,255,188,313,125
Male,357,621,86,202,24٫08,262,172,305,133
Male,357,622,85,200,23٫8,261,168,295,127
Male,357,622,92,221,25٫76,270,170,296,126
Male,357,623,88,222,24٫64,271,170,326,156
Male,357,626,84,203,23٫52,280,177,312,135
Male,357,626,89,211,24٫92,271,174,306,132
Male,357,626,89,224,24٫92,265,180,307,127
Male,357,626,91,215,25٫48,268,178,323,145
Male,357,627,91,218,25٫48,263,174,319,145
Male,357,628,86,207,24٫08,280,180,299,119
Male,357,629,86,203,24٫08,276,171,300,129
Male,357,632,95,222,26٫6,274,168,314,146
Male,357,633,84,209,23٫52,270,184,320,136
Male,357,633,93,224,26٫04,267,184,331,147
Male,357,634,84,199,23٫52,274,172,307,135
Male,357,634,90,212,25٫2,263,171,307,136
Male,357,634,90,213,25٫2,276,174,312,138
Male,357,635,93,216,26٫04,279,178,292,114
Male,357,636,89,212,24٫92,266,179,319,140
Male,357,636,95,217,26٫6,274,186,301,115
Male,357,637,92,217,25٫76,272,168,300,132
Male,357,638,88,214,24٫64,277,174,292,118
Male,357,638,92,225,25٫76,270,177,319,142
Male,357,639,88,207,24٫64,275,171,298,127
Male,357,640,84,201,23٫52,271,166,290,124
Male,357,642,87,208,24٫36,274,182,317,135
Male,357,642,90,220,25٫2,279,178,331,153
Male,357,643,87,207,24٫36,273,177,297,120
Male,357,643,87,213,24٫36,269,173,302,129
Male,357,643,89,216,24٫92,273,185,326,141
Male,357,644,82,197,22٫96,278,168,287,119
Male,357,644,87,218,24٫36,269,186,317,131
Male,357,645,86,211,24٫08,268,172,302,130
Male,357,645,88,213,24٫64,283,180,303,123
Male,357,645,90,213,25٫2,270,173,284,111
Male,357,646,90,224,25٫2,278,181,320,139
Male,357,647,83,211,23٫24,273,178,323,145
Male,357,648,89,211,24٫92,265,175,291,116
Male,357,649,85,208,23٫8,275,179,332,153
Male,357,649,93,216,26٫04,279,183,301,118
Male,357,650,91,213,25٫48,277,182,344,162
Male,357,651,85,204,23٫8,284,167,315,148
Male,357,651,85,207,23٫8,283,167,305,138
Male,357,651,92,222,25٫76,275,180,307,127
Male,357,652,88,220,24٫64,269,181,322,141
Male,357,654,87,212,24٫36,277,171,302,131
Male,357,655,90,218,25٫2,278,185,323,138
Male,357,656,84,199,23٫52,273,163,291,128
Male,357,656,91,214,25٫48,281,177,308,131
Male,357,664,85,203,23٫8,280,165,283,118
Male,357,664,87,207,24٫36,272,180,329,149
Male,357,666,93,218,26٫04,279,180,317,137
Male,357,667,93,220,26٫04,276,178,323,145
Male,357,671,91,222,25٫48,279,187,331,144
Male,357,672,87,210,24٫36,282,181,306,125
Male,357,672,89,211,24٫92,284,173,283,110
Male,357,680,90,217,25٫2,280,173,281,108
Male,358,592,87,205,24٫36,252,172,333,161
Male,358,595,91,213,25٫48,257,178,294,116
Male,358,608,93,215,26٫04,254,186,335,149
Male,358,610,88,208,24٫64,266,168,280,112
Male,358,611,91,220,25٫48,262,179,322,143
Male,358,615,93,222,26٫04,260,179,294,115
Male,358,616,84,198,23٫52,272,164,277,113
Male,358,619,93,226,26٫04,256,191,344,153
Male,358,620,88,210,24٫64,273,183,305,122
Male,358,624,88,217,24٫64,260,183,332,149
Male,358,624,91,216,25٫48,265,181,324,143
Male,358,626,88,212,24٫64,270,178,331,153
Male,358,627,87,207,24٫36,275,168,294,126
Male,358,627,94,228,26٫32,272,190,316,126
Male,358,628,93,220,26٫04,268,181,302,121
Male,358,629,89,213,24٫92,269,178,304,126
Male,358,629,90,214,25٫2,272,184,333,149
Male,358,630,87,214,24٫36,273,173,296,123
Male,358,631,92,223,25٫76,272,185,320,135
Male,358,631,92,225,25٫76,266,185,343,158
Male,358,632,90,218,25٫2,257,185,326,141
Male,358,633,94,227,26٫32,269,187,334,147
Male,358,637,84,211,23٫52,275,177,300,123
Male,358,637,87,214,24٫36,275,186,324,138
Male,358,637,90,219,25٫2,271,172,321,149
Male,358,638,88,211,24٫64,273,165,295,130
Male,358,638,89,217,24٫92,268,184,327,143
Male,358,639,86,210,24٫08,278,175,310,135
Male,358,639,89,205,24٫92,277,171,291,120
Male,358,639,91,217,25٫48,274,181,316,135
Male,358,640,89,218,24٫92,270,180,322,142
Male,358,642,85,208,23٫8,278,171,305,134
Male,358,642,92,223,25٫76,282,173,315,142
Male,358,644,87,213,24٫36,285,170,297,127
Male,358,644,90,217,25٫2,284,177,329,152
Male,358,644,93,226,26٫04,271,185,324,139
Male,358,645,87,208,24٫36,278,175,319,144
Male,358,645,90,217,25٫2,280,183,315,132
Male,358,648,88,213,24٫64,279,185,324,139
Male,358,648,92,223,25٫76,275,175,299,124
Male,358,649,85,206,23٫8,280,175,297,122
Male,358,649,91,220,25٫48,272,181,328,147
Male,358,649,93,218,26٫04,287,185,314,129
Male,358,650,89,218,24٫92,284,184,313,129
Male,358,650,90,217,25٫2,276,187,323,136
Male,358,651,83,197,23٫24,274,168,287,119
Male,358,651,84,204,23٫52,281,174,309,135
Male,358,651,92,228,25٫76,272,184,319,135
Male,358,651,93,227,26٫04,274,180,320,140
Male,358,652,83,206,23٫24,277,175,291,116
Male,358,653,88,212,24٫64,273,178,299,121
Male,358,654,88,215,24٫64,278,170,321,151
Male,358,656,88,216,24٫64,280,179,314,135
Male,358,658,87,209,24٫36,279,184,300,116
Male,358,658,90,218,25٫2,274,175,283,108
Male,358,659,85,206,23٫8,271,175,301,126
Male,358,661,87,208,24٫36,278,178,302,124
Male,358,662,89,216,24٫92,280,175,292,117
Male,358,662,90,213,25٫2,276,173,308,135
Male,358,662,92,217,25٫76,273,188,342,154
Male,358,662,92,223,25٫76,280,188,346,158
Male,358,665,84,209,23٫52,285,166,313,147
Male,358,666,88,207,24٫64,278,167,294,127
Male,358,667,83,206,23٫24,285,170,302,132
Male,358,667,88,216,24٫64,278,187,335,148
Male,358,670,90,217,25٫2,287,170,290,120
Male,358,671,89,212,24٫92,274,190,328,138
Male,358,679,90,215,25٫2,280,166,281,115
Male,358,683,92,219,25٫76,287,180,307,127
Male,359,605,89,212,24٫92,275,172,320,148
Male,359,611,88,214,24٫64,265,184,306,122
Male,359,621,86,211,24٫08,274,177,313,136
Male,359,625,86,206,24٫08,262,175,288,113
Male,359,625,89,210,24٫92,264,172,306,134
Male,359,626,87,210,24٫36,270,169,315,146
Male,359,629,86,203,24٫08,277,168,302,134
Male,359,631,93,222,26٫04,273,179,321,142
Male,359,632,85,203,23٫8,273,177,287,110
Male,359,633,92,226,25٫76,264,168,293,125
Male,359,635,84,207,23٫52,272,175,292,117
Male,359,636,88,216,24٫64,272,175,314,139
Male,359,636,89,216,24٫92,264,178,316,138
Male,359,636,90,210,25٫2,275,167,303,136
Male,359,636,93,221,26٫04,270,183,319,136
Male,359,637,93,220,26٫04,276,186,331,145
Male,359,638,91,221,25٫48,272,175,306,131
Male,359,639,89,217,24٫92,274,167,292,125
Male,359,639,90,215,25٫2,264,185,322,137
Male,359,640,87,214,24٫36,272,175,336,161
Male,359,642,89,215,24٫92,272,182,322,140
Male,359,642,92,224,25٫76,280,171,298,127
Male,359,643,94,226,26٫32,268,176,300,124
Male,359,644,81,202,22٫68,276,168,311,143
Male,359,644,87,211,24٫36,275,164,278,114
Male,359,644,92,222,25٫76,284,173,314,141
Male,359,645,88,211,24٫64,277,176,306,130
Male,359,645,89,210,24٫92,268,182,317,135
Male,359,646,86,207,24٫08,275,177,316,139
Male,359,647,90,217,25٫2,272,174,305,131
Male,359,647,92,223,25٫76,284,173,294,121
Male,359,648,88,212,24٫64,267,180,292,112
Male,359,648,89,210,24٫92,279,183,327,144
Male,359,648,91,220,25٫48,274,182,322,140
Male,359,648,91,221,25٫48,279,182,324,142
Male,359,650,84,203,23٫52,288,162,290,128
Male,359,650,92,221,25٫76,277,184,310,126
Male,359,651,86,210,24٫08,274,171,298,127
Male,359,651,86,211,24٫08,276,178,311,133
Male,359,652,83,213,23٫24,279,173,303,130
Male,359,652,84,200,23٫52,285,172,292,120
Male,359,652,89,214,24٫92,267,174,307,133
Male,359,653,85,210,23٫8,270,182,331,149
Male,359,654,87,212,24٫36,277,179,325,146
Male,359,654,92,218,25٫76,276,190,330,140
Male,359,656,88,212,24٫64,284,173,310,137
Male,359,656,88,216,24٫64,274,174,314,140
Male,359,656,92,218,25٫76,270,184,314,130
Male,359,656,93,217,26٫04,282,179,287,108
Male,359,656,94,229,26٫32,277,180,309,129
Male,359,658,91,219,25٫48,278,183,325,142
Male,359,659,91,215,25٫48,283,186,307,121
Male,359,660,90,214,25٫2,269,180,313,133
Male,359,660,90,217,25٫2,274,178,322,144
Male,359,662,87,210,24٫36,275,170,300,130
Male,359,663,94,226,26٫32,282,182,298,116
Male,359,663,96,225,26٫88,281,190,335,145
Male,359,664,88,208,24٫64,275,167,296,129
Male,359,664,88,223,24٫64,272,188,321,133
Male,359,666,91,217,25٫48,274,191,331,140
Male,359,668,92,220,25٫76,270,191,328,137
Male,359,668,92,222,25٫76,281,183,324,141
Male,359,669,90,225,25٫2,279,180,319,139
Male,359,685,85,205,23٫8,286,175,305,130
Male,360,608,86,210,24٫08,261,174,306,132
Male,360,611,84,211,23٫52,264,166,314,148
Male,360,614,93,222,26٫04,280,179,326,147
Male,360,622,86,217,24٫08,272,177,295,118
Male,360,628,93,225,26٫04,261,186,342,156
Male,360,631,93,215,26٫04,264,174,296,122
Male,360,632,90,220,25٫2,274,184,340,156
Male,360,633,90,218,25٫2,270,179,297,118
Male,360,634,85,202,23٫8,270,178,302,124
Male,360,634,85,205,23٫8,264,167,315,148
Male,360,635,85,206,23٫8,275,168,307,139
Male,360,635,96,224,26٫88,280,177,302,125
Male,360,636,85,208,23٫8,273,171,293,122
Male,360,637,87,212,24٫36,268,183,299,116
Male,360,638,88,216,24٫64,275,183,327,144
Male,360,639,90,218,25٫2,277,173,326,153
Male,360,641,90,215,25٫2,274,180,341,161
Male,360,642,87,209,24٫36,277,175,301,126
Male,360,642,89,215,24٫92,273,178,308,130
Male,360,642,90,218,25٫2,274,176,305,129
Male,360,642,94,228,26٫32,281,185,334,149
Male,360,645,92,208,25٫76,275,183,308,125
Male,360,645,92,220,25٫76,273,178,330,152
Male,360,646,86,212,24٫08,284,182,322,140
Male,360,646,89,208,24٫92,273,172,314,142
Male,360,646,91,222,25٫48,268,177,295,118
Male,360,646,93,227,26٫04,267,190,339,149
Male,360,647,91,220,25٫48,276,184,312,128
Male,360,648,94,228,26٫32,268,185,331,146
Male,360,649,93,216,26٫04,289,176,295,119
Male,360,650,88,217,24٫64,270,178,316,138
Male,360,650,90,216,25٫2,279,179,335,156
Male,360,650,90,217,25٫2,273,182,296,114
Male,360,651,90,212,25٫2,272,183,322,139
Male,360,651,92,222,25٫76,274,178,314,136
Male,360,654,85,203,23٫8,268,171,305,134
Male,360,654,90,216,25٫2,278,181,296,115
Male,360,658,93,216,26٫04,283,172,316,144
Male,360,659,88,215,24٫64,291,172,305,133
Male,360,659,94,225,26٫32,274,185,345,160
Male,360,659,95,220,26٫6,275,172,288,116
Male,360,660,87,209,24٫36,271,177,307,130
Male,360,660,87,214,24٫36,285,187,337,150
Male,360,661,90,220,25٫2,290,180,336,156
Male,360,669,86,206,24٫08,288,168,290,122
Male,360,670,88,205,24٫64,286,163,297,134
Male,360,670,91,217,25٫48,294,174,308,134
Male,360,671,87,204,24٫36,288,173,293,120
Male,360,671,88,215,24٫64,275,180,315,135
Male,360,671,91,219,25٫48,274,182,309,127
Male,360,672,86,202,24٫08,288,169,289,120
Male,360,672,92,217,25٫76,285,178,317,139
Male,360,673,87,210,24٫36,281,182,343,161
Male,360,673,87,213,24٫36,279,171,297,126
Male,360,673,89,216,24٫92,281,182,336,154
Male,360,676,93,218,26٫04,287,186,295,109
Male,361,596,89,217,24٫92,267,171,311,140
Male,361,620,91,223,25٫48,256,177,311,134
Male,361,622,86,204,24٫08,271,165,284,119
Male,361,622,90,216,25٫2,267,180,322,142
Male,361,628,91,209,25٫48,269,167,305,138
Male,361,629,87,207,24٫36,277,170,310,140
Male,361,630,87,205,24٫36,271,174,318,144
Male,361,630,88,213,24٫64,278,174,304,130
Male,361,630,94,220,26٫32,286,170,312,142
Male,361,633,90,213,25٫2,277,176,305,129
Male,361,633,95,230,26٫6,274,180,328,148
Male,361,637,88,214,24٫64,269,175,312,137
Male,361,637,90,218,25٫2,277,184,327,143
Male,361,638,91,221,25٫48,278,185,306,121
Male,361,639,86,208,24٫08,272,169,307,138
Male,361,639,88,212,24٫64,264,183,317,134
Male,361,639,93,223,26٫04,271,180,325,145
Male,361,642,88,217,24٫64,275,184,318,134
Male,361,642,90,214,25٫2,266,182,340,158
Male,361,642,93,223,26٫04,272,186,346,160
Male,361,643,87,213,24٫36,262,170,316,146
Male,361,643,89,218,24٫92,273,182,320,138
Male,361,643,93,217,26٫04,275,182,313,131
Male,361,644,90,223,25٫2,272,177,328,151
Male,361,646,82,203,22٫96,275,175,333,158
Male,361,647,91,217,25٫48,278,172,301,129
Male,361,650,90,216,25٫2,281,182,307,125
Male,361,651,86,205,24٫08,284,169,319,150
Male,361,651,88,212,24٫64,278,182,339,157
Male,361,652,88,214,24٫64,269,179,293,114
Male,361,652,90,214,25٫2,274,183,292,109
Male,361,653,88,218,24٫64,274,186,339,153
Male,361,654,91,219,25٫48,271,175,326,151
Male,361,654,92,221,25٫76,273,182,314,132
Male,361,655,88,223,24٫64,273,188,320,132
Male,361,655,90,215,25٫2,274,178,322,144
Male,361,655,96,225,26٫88,273,191,315,124
Male,361,656,92,223,25٫76,283,180,317,137
Male,361,657,86,207,24٫08,285,169,301,132
Male,361,659,86,204,24٫08,269,172,304,132
Male,361,659,88,215,24٫64,279,181,327,146
Male,361,659,90,212,25٫2,285,172,328,156
Male,361,659,92,213,25٫76,292,174,310,136
Male,361,660,88,212,24٫64,275,175,316,141
Male,361,664,87,203,24٫36,287,167,291,124
Male,361,664,88,209,24٫64,283,173,312,139
Male,361,665,91,222,25٫48,282,182,319,137
Male,361,670,89,214,24٫92,287,174,335,161
Male,361,674,87,217,24٫36,277,173,288,115
Male,361,674,90,217,25٫2,285,179,310,131
Male,361,675,89,213,24٫92,280,176,317,141
Male,361,682,87,209,24٫36,284,173,289,116
Male,361,682,87,212,24٫36,285,177,312,135
Male,362,621,83,202,23٫24,273,170,292,122
Male,362,621,84,205,23٫52,271,173,284,111
Male,362,621,92,217,25٫76,269,186,329,143
Male,362,623,88,217,24٫64,271,178,324,146
Male,362,625,85,204,23٫8,263,175,298,123
Male,362,625,88,215,24٫64,277,180,327,147
Male,362,625,91,229,25٫48,267,177,321,144
Male,362,627,90,212,25٫2,271,183,317,134
Male,362,630,91,220,25٫48,269,188,321,133
Male,362,633,86,214,24٫08,265,169,299,130
Male,362,635,89,220,24٫92,273,183,328,145
Male,362,637,84,200,23٫52,281,173,307,134
Male,362,637,88,213,24٫64,273,174,305,131
Male,362,638,90,220,25٫2,276,183,334,151
Male,362,638,91,217,25٫48,268,183,322,139
Male,362,639,92,222,25٫76,272,181,338,157
Male,362,640,85,203,23٫8,267,184,300,116
Male,362,641,87,210,24٫36,268,170,297,127
Male,362,642,89,214,24٫92,279,178,332,154
Male,362,644,85,209,23٫8,282,180,320,140
Male,362,644,92,216,25٫76,273,185,312,127
Male,362,645,87,212,24٫36,273,176,316,140
Male,362,645,87,213,24٫36,277,174,317,143
Male,362,646,84,210,23٫52,276,181,321,140
Male,362,646,90,219,25٫2,269,190,305,115
Male,362,646,92,215,25٫76,269,180,326,146
Male,362,647,86,213,24٫08,274,172,323,151
Male,362,650,86,204,24٫08,289,170,319,149
Male,362,650,93,220,26٫04,270,184,330,146
Male,362,650,95,230,26٫6,270,188,346,158
Male,362,652,90,218,25٫2,278,173,314,141
Male,362,654,83,208,23٫24,291,170,291,121
Male,362,654,92,223,25٫76,274,183,315,132
Male,362,654,93,220,26٫04,275,184,330,146
Male,362,655,84,206,23٫52,279,177,314,137
Male,362,656,91,208,25٫48,281,170,316,146
Male,362,657,88,216,24٫64,276,172,303,131
Male,362,657,90,221,25٫2,284,186,345,159
Male,362,657,92,217,25٫76,277,177,299,122
Male,362,658,85,202,23٫8,270,167,316,149
Male,362,658,91,218,25٫48,278,180,303,123
Male,362,658,94,222,26٫32,282,177,306,129
Male,362,660,87,212,24٫36,281,177,298,121
Male,362,660,91,221,25٫48,286,177,331,154
Male,362,665,90,211,25٫2,282,175,301,126
Male,362,665,92,224,25٫76,281,188,329,141
Male,362,668,88,208,24٫64,289,179,287,108
Male,362,672,92,217,25٫76,285,176,288,112
Male,362,673,92,223,25٫76,286,190,341,151
Male,362,683,92,220,25٫76,282,185,321,136
Male,363,615,88,213,24٫64,273,182,325,143
Male,363,620,89,216,24٫92,266,179,321,142
Male,363,626,93,224,26٫04,271,182,332,150
Male,363,632,84,208,23٫52,278,173,312,139
Male,363,632,90,214,25٫2,261,185,307,122
Male,363,637,87,216,24٫36,283,173,315,142
Male,363,640,93,223,26٫04,273,186,328,142
Male,363,644,84,210,23٫52,274,169,318,149
Male,363,645,91,221,25٫48,268,180,330,150
Male,363,646,95,227,26٫6,271,186,329,143
Male,363,647,87,212,24٫36,272,177,299,122
Male,363,649,91,217,25٫48,276,186,316,130
Male,363,651,86,207,24٫08,280,172,293,121
Male,363,651,87,206,24٫36,277,184,345,161
Male,363,651,90,214,25٫2,277,182,315,133
Male,363,654,89,212,24٫92,283,178,310,132
Male,363,655,87,212,24٫36,271,178,317,139
Male,363,656,85,207,23٫8,283,169,312,143
